Ecin Epot Etot Temp Pre
1.593594 -4.396276 -2.802682 1.600102 31.949376
1.572993 -4.378860 -2.805867 1.598502 32.570795
1.551453 -4.360422 -2.808969 1.596904 33.963750
1.577412 -4.389514 -2.812102 1.595307 32.913771
1.595976 -4.411250 -2.815274 1.593712 32.608040
1.593265 -4.411742 -2.818477 1.592118 32.982199
1.588556 -4.410202 -2.821646 1.590526 33.350082
1.628900 -4.453768 -2.824868 1.588935 30.965898
1.618876 -4.447011 -2.828135 1.587346 31.252506
1.595013 -4.426353 -2.831339 1.585759 32.303608
1.596680 -4.431219 -2.834539 1.584173 31.500296
1.572566 -4.410278 -2.837713 1.582589 32.514747
1.577065 -4.417912 -2.840848 1.581006 32.390450
1.605478 -4.449509 -2.844031 1.579425 31.221449
1.612903 -4.460164 -2.847262 1.577846 30.877406
1.606829 -4.457311 -2.850482 1.576268 30.886959
1.598043 -4.451742 -2.853698 1.574692 30.405281
1.550907 -4.407762 -2.856855 1.573117 32.236523
1.555629 -4.415564 -2.859935 1.571544 31.399198
1.568165 -4.431236 -2.863072 1.569972 30.883136
1.563445 -4.429656 -2.866211 1.568402 31.024385
1.546214 -4.415533 -2.869319 1.566834 31.670388
1.543200 -4.415613 -2.872413 1.565267 31.468148
1.536596 -4.412081 -2.875485 1.563702 31.827666
1.548525 -4.427102 -2.878577 1.562138 30.678091
1.541612 -4.423279 -2.881667 1.560576 30.742167
1.546413 -4.431162 -2.884749 1.559016 30.305599
1.524343 -4.412186 -2.887843 1.557457 31.360062
1.507961 -4.398809 -2.890847 1.555899 32.457476
1.548534 -4.442440 -2.893906 1.554343 30.168312
1.552804 -4.449828 -2.897025 1.552789 30.170513
1.548623 -4.448750 -2.900127 1.551236 30.420435
1.523002 -4.426206 -2.903204 1.549685 31.630221
1.520662 -4.426899 -2.906237 1.548135 31.714345
1.530082 -4.439377 -2.909295 1.546587 30.818560
1.515685 -4.428036 -2.912351 1.545040 31.046662
1.506244 -4.421605 -2.915361 1.543495 31.446494
1.527344 -4.445737 -2.918393 1.541952 30.233421
1.532293 -4.453759 -2.921466 1.540410 30.054341
1.501823 -4.426327 -2.924504 1.538870 31.521952
1.519819 -4.447331 -2.927511 1.537331 29.919280
1.503032 -4.433593 -2.930561 1.535793 30.810972
1.472099 -4.405622 -2.933523 1.534258 32.000487
1.480867 -4.417335 -2.936468 1.532723 31.098866
1.487809 -4.427252 -2.939443 1.531191 31.092761
1.498928 -4.441357 -2.942429 1.529659 30.349506
1.487310 -4.432742 -2.945432 1.528130 30.580049
1.460746 -4.409119 -2.948373 1.526602 31.648650
1.461961 -4.413251 -2.951289 1.525075 31.124824
1.482436 -4.436671 -2.954235 1.523550 29.823424
1.469690 -4.426894 -2.957204 1.522026 30.292519
1.454165 -4.414283 -2.960118 1.520504 30.832494
1.445947 -4.408970 -2.963023 1.518984 31.718179
1.458420 -4.424332 -2.965912 1.517465 31.479477
1.494339 -4.463207 -2.968869 1.515947 30.496650
1.530464 -4.502365 -2.971901 1.514431 28.464034
1.494133 -4.469095 -2.974961 1.512917 29.518031
1.426115 -4.403980 -2.977865 1.511404 32.667250
1.447613 -4.428322 -2.980709 1.509893 31.582261
1.497059 -4.480727 -2.983668 1.508383 29.468436
1.486943 -4.473617 -2.986674 1.506874 30.271341
1.470208 -4.459830 -2.989622 1.505368 30.795514
1.468261 -4.460822 -2.992561 1.503862 30.413066
1.469259 -4.464758 -2.995499 1.502358 30.318582
1.496142 -4.494595 -2.998454 1.500856 29.181731
1.485000 -4.486472 -3.001472 1.499355 29.810065
1.443796 -4.448176 -3.004380 1.497856 31.918337
1.462310 -4.469587 -3.007277 1.496358 30.610206
1.462620 -4.472846 -3.010226 1.494862 30.550993
